Scan Time,Symbol,Current LTP,Current Week RSI,Previous Week RSI,Weekly RSI Change,Current Hour,Current Hourly RSI,Previous Hourly RSI,Hourly RSI Change,Hourly RSI Rising,Current 15m Candle,Current 15m RSI,Previous 15m Candle RSI,15m RSI Change,15m RSI Rising,15m Rising Count,History Transition,Scan Mode,Monitoring Status,Monitoring Started,Last 15m Check,Category,Signal,Reason
2026-08-26 09:26:53,COFORGE,1922.4,71.35,70.36,0.98,2026-08-26 09:00,75.21,65.04,10.18,YES,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 71.35 > 50; Hourly RSI 75.21; 15m confirmation checked only while monitored
2026-08-26 09:26:54,COHANCE,453.7,50.77,52.49,-1.72,2026-08-26 09:00,53.08,41.26,11.81,YES,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 50.77 > 50; Hourly RSI 53.08; 15m confirmation checked only while monitored
2026-08-26 09:26:56,CYIENTDLM,772.1,87.59,85.46,2.13,2026-08-26 09:00,69.99,69.66,0.34,YES,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 87.59 > 50; Hourly RSI 69.99; 15m confirmation checked only while monitored
2026-08-26 09:28:22,DATAPATTNS,4587.5,60.04,65.47,-5.43,2026-08-26 09:00,41.42,35.65,5.77,YES,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 60.04 > 50, but Hourly RSI has not touched 30 (current 41.42)"
2026-08-26 09:26:58,ENGINERSIN,251.13,59.67,57.41,2.26,2026-08-26 09:00,60.88,58.96,1.92,YES,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 59.67 > 50; Hourly RSI 60.88; 15m confirmation checked only while monitored
2026-08-26 09:27:00,ETERNAL,330.45,68.73,68.17,0.56,2026-08-26 09:00,62.81,65.75,-2.94,NO,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 68.73 > 50; Hourly RSI 62.81; 15m confirmation checked only while monitored
2026-08-26 09:27:01,FACT,868.8,52.92,39.84,13.08,2026-08-26 09:00,64.13,66.57,-2.44,NO,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 52.92 > 50; Hourly RSI 64.13; 15m confirmation checked only while monitored
2026-08-26 09:27:03,FINCABLES,1276.95,67.26,66.51,0.74,2026-08-26 09:00,51.06,44.79,6.27,YES,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 67.26 > 50; Hourly RSI 51.06; 15m confirmation checked only while monitored
2026-08-26 09:27:05,GLAND,2852.4,72.0,71.31,0.69,2026-08-26 09:00,57.69,52.46,5.22,YES,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 72.00 > 50; Hourly RSI 57.69; 15m confirmation checked only while monitored
2026-08-26 09:27:06,GODREJAGRO,613.45,57.22,48.65,8.57,2026-08-26 09:00,70.33,68.91,1.42,YES,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 57.22 > 50; Hourly RSI 70.33; 15m confirmation checked only while monitored
2026-08-26 09:28:23,GRANULES,848.1,64.32,66.38,-2.06,2026-08-26 09:00,44.12,37.0,7.12,YES,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 64.32 > 50, but Hourly RSI has not touched 30 (current 44.12)"
2026-08-26 09:27:09,HFCL,238.69,79.2,77.32,1.88,2026-08-26 09:00,64.09,60.53,3.57,YES,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 79.20 > 50; Hourly RSI 64.09; 15m confirmation checked only while monitored
2026-08-26 09:27:10,HINDALCO,1045.45,58.44,57.16,1.27,2026-08-26 09:00,50.87,56.49,-5.62,NO,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 58.44 > 50; Hourly RSI 50.87; 15m confirmation checked only while monitored
2026-08-26 09:27:11,HINDZINC,613.0,57.28,54.87,2.41,2026-08-26 09:00,67.11,52.85,14.26,YES,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 57.28 > 50; Hourly RSI 67.11; 15m confirmation checked only while monitored
2026-08-26 09:27:13,HONASA,486.45,71.92,71.23,0.68,2026-08-26 09:00,52.4,49.33,3.07,YES,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 71.92 > 50; Hourly RSI 52.40; 15m confirmation checked only while monitored
2026-08-26 09:27:14,IDEA,15.23,67.22,60.72,6.49,2026-08-26 09:00,84.53,83.98,0.55,YES,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 67.22 > 50; Hourly RSI 84.53; 15m confirmation checked only while monitored
2026-08-26 09:27:17,IFCI,84.07,64.18,61.85,2.34,2026-08-26 09:00,64.08,59.73,4.36,YES,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 64.18 > 50; Hourly RSI 64.08; 15m confirmation checked only while monitored
2026-08-26 09:28:24,INOXINDIA,1909.1,69.17,71.46,-2.29,2026-08-26 09:00,44.49,37.21,7.28,YES,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 69.17 > 50, but Hourly RSI has not touched 30 (current 44.49)"
2026-08-26 09:27:19,J&KBANK,152.29,53.56,51.99,1.57,2026-08-26 09:00,68.88,56.67,12.21,YES,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 53.56 > 50; Hourly RSI 68.88; 15m confirmation checked only while monitored
2026-08-26 09:27:21,JINDALSAW,282.5,63.35,67.32,-3.97,2026-08-26 09:00,50.28,47.94,2.35,YES,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 63.35 > 50; Hourly RSI 50.28; 15m confirmation checked only while monitored
2026-08-26 09:27:23,JINDALSTEL,1146.4,53.73,51.38,2.35,2026-08-26 09:00,60.26,71.38,-11.12,NO,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 53.73 > 50; Hourly RSI 60.26; 15m confirmation checked only while monitored
2026-08-26 09:27:25,JYOTICNC,989.8,67.67,67.61,0.06,2026-08-26 09:00,62.82,69.45,-6.63,NO,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 67.67 > 50; Hourly RSI 62.82; 15m confirmation checked only while monitored
2026-08-26 09:28:25,KIRLOSENG,2040.6,56.37,59.01,-2.64,2026-08-26 09:00,39.67,33.7,5.97,YES,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 56.37 > 50, but Hourly RSI has not touched 30 (current 39.67)"
2026-08-26 09:27:28,LAURUSLABS,1875.2,82.07,80.05,2.02,2026-08-26 09:00,78.47,76.09,2.38,YES,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 82.07 > 50; Hourly RSI 78.47; 15m confirmation checked only while monitored
2026-08-26 09:28:26,LLOYDSME,1828.3,56.97,59.58,-2.61,2026-08-26 09:00,34.84,39.33,-4.49,NO,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 56.97 > 50, but Hourly RSI has not touched 30 (current 34.84)"
2026-08-26 09:27:30,MCX,3263.4,68.2,66.46,1.74,2026-08-26 09:00,67.4,74.8,-7.41,NO,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 68.20 > 50; Hourly RSI 67.40; 15m confirmation checked only while monitored
2026-08-26 09:27:32,MEESHO,204.24,60.4,61.19,-0.79,2026-08-26 09:00,50.63,52.54,-1.92,NO,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 60.40 > 50; Hourly RSI 50.63; 15m confirmation checked only while monitored
2026-08-26 09:27:33,MTARTECH,7079.5,60.42,60.06,0.36,2026-08-26 09:00,61.39,51.55,9.84,YES,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 60.42 > 50; Hourly RSI 61.39; 15m confirmation checked only while monitored
2026-08-26 09:28:28,NATIONALUM,395.3,58.3,58.11,0.19,2026-08-26 09:00,50.14,54.6,-4.45,NO,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 58.30 > 50, but Hourly RSI has not touched 30 (current 50.14)"
2026-08-26 09:28:29,NAUKRI,1338.0,68.98,70.63,-1.64,2026-08-26 09:00,44.36,51.96,-7.6,NO,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 68.98 > 50, but Hourly RSI has not touched 30 (current 44.36)"
2026-08-26 09:27:37,NETWEB,5363.8,65.18,69.72,-4.54,2026-08-26 09:00,50.9,43.99,6.91,YES,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 65.18 > 50; Hourly RSI 50.90; 15m confirmation checked only while monitored
2026-08-26 09:27:39,NEULANDLAB,23177.0,76.39,77.34,-0.95,2026-08-26 09:00,53.47,43.89,9.58,YES,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 76.39 > 50; Hourly RSI 53.47; 15m confirmation checked only while monitored
2026-08-26 09:27:41,OFSS,11738.0,66.84,66.76,0.09,2026-08-26 09:00,55.94,55.41,0.54,YES,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 66.84 > 50; Hourly RSI 55.94; 15m confirmation checked only while monitored
2026-08-26 09:28:30,PARAS,1444.0,69.47,73.5,-4.03,2026-08-26 09:00,42.83,42.83,0.0,NO,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 69.47 > 50, but Hourly RSI has not touched 30 (current 42.83)"
2026-08-26 09:27:44,PAYTM,1715.3,76.94,74.43,2.51,2026-08-26 09:00,81.98,83.88,-1.89,NO,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 76.94 > 50; Hourly RSI 81.98; 15m confirmation checked only while monitored
2026-08-26 09:27:45,POLICYBZR,1823.3,62.9,61.43,1.47,2026-08-26 09:00,68.84,58.61,10.23,YES,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 62.90 > 50; Hourly RSI 68.84; 15m confirmation checked only while monitored
2026-08-26 09:28:32,POWERINDIA,33430.0,56.19,58.2,-2.02,2026-08-26 09:00,41.33,37.01,4.32,YES,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 56.19 > 50, but Hourly RSI has not touched 30 (current 41.33)"
2026-08-26 09:27:49,RADICO,4638.6,85.92,86.0,-0.08,2026-08-26 09:00,52.29,49.93,2.36,YES,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 85.92 > 50; Hourly RSI 52.29; 15m confirmation checked only while monitored
2026-08-26 09:28:33,RRKABEL,2824.5,74.19,79.4,-5.21,2026-08-26 09:00,41.52,35.39,6.13,YES,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 74.19 > 50, but Hourly RSI has not touched 30 (current 41.52)"
2026-08-26 09:27:52,SAIL,183.72,58.96,53.16,5.8,2026-08-26 09:00,67.65,72.97,-5.32,NO,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 58.96 > 50; Hourly RSI 67.65; 15m confirmation checked only while monitored
2026-08-26 09:27:53,SAILIFE,1469.2,81.0,80.51,0.49,2026-08-26 09:00,64.65,58.41,6.24,YES,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 81.00 > 50; Hourly RSI 64.65; 15m confirmation checked only while monitored
2026-08-26 09:28:34,SAREGAMA,502.0,64.38,65.95,-1.56,2026-08-26 09:00,35.75,42.04,-6.29,NO,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 64.38 > 50, but Hourly RSI has not touched 30 (current 35.75)"
2026-08-26 09:28:35,SCHNEIDER,1168.6,48.94,51.7,-2.76,2026-08-26 09:00,40.86,25.88,14.98,YES,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,IGNORE,❌ IGNORE,Weekly RSI 48.94 <= 50
2026-08-26 09:27:58,SOLARINDS,19818.0,69.83,70.65,-0.82,2026-08-26 09:00,50.78,49.78,1.0,YES,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 69.83 > 50; Hourly RSI 50.78; 15m confirmation checked only while monitored
2026-08-26 09:28:36,SONACOMS,801.75,74.37,78.16,-3.79,2026-08-26 09:00,39.1,45.69,-6.59,NO,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 74.37 > 50, but Hourly RSI has not touched 30 (current 39.10)"
2026-08-26 09:28:01,STYL,392.4,63.25,63.29,-0.04,2026-08-26 09:00,53.05,55.72,-2.68,NO,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 63.25 > 50; Hourly RSI 53.05; 15m confirmation checked only while monitored
2026-08-26 09:28:02,SYRMA,1460.1,68.07,67.21,0.86,2026-08-26 09:00,51.64,51.57,0.08,YES,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 68.07 > 50; Hourly RSI 51.64; 15m confirmation checked only while monitored
2026-08-26 09:28:04,TBOTEK,1718.0,68.49,67.59,0.9,2026-08-26 09:00,57.48,63.93,-6.45,NO,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 68.49 > 50; Hourly RSI 57.48; 15m confirmation checked only while monitored
2026-08-26 09:28:06,THOMASCOOK,112.65,53.56,54.03,-0.46,2026-08-26 09:00,60.97,50.58,10.39,YES,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 53.56 > 50; Hourly RSI 60.97; 15m confirmation checked only while monitored
2026-08-26 09:28:07,UNIMECH,1518.1,74.0,73.07,0.93,2026-08-26 09:00,59.85,45.7,14.15,YES,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 74.00 > 50; Hourly RSI 59.85; 15m confirmation checked only while monitored
2026-08-26 09:28:08,URBANCO,169.61,71.48,66.74,4.74,2026-08-26 09:00,73.92,74.36,-0.44,NO,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 71.48 > 50; Hourly RSI 73.92; 15m confirmation checked only while monitored
2026-08-26 09:28:38,VIJAYA,1480.2,68.24,71.02,-2.77,2026-08-26 09:00,48.22,49.33,-1.11,NO,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 68.24 > 50, but Hourly RSI has not touched 30 (current 48.22)"
2026-08-26 09:28:39,WELCORP,2237.0,86.75,92.94,-6.18,2026-08-26 09:00,44.04,60.67,-16.63,NO,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 86.75 > 50, but Hourly RSI has not touched 30 (current 44.04)"
2026-08-26 09:28:12,WELSPUNLIV,188.75,73.09,73.5,-0.41,2026-08-26 09:00,52.62,56.86,-4.24,NO,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 73.09 > 50; Hourly RSI 52.62; 15m confirmation checked only while monitored
2026-08-26 09:28:40,ZENTEC,1867.0,58.2,61.37,-3.17,2026-08-26 09:00,39.94,37.83,2.11,YES,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 58.20 > 50, but Hourly RSI has not touched 30 (current 39.94)"
